year,year_month,product_category_name_english,order_items_count,distinct_orders,revenue,avg_freight_ratio,avg_review_score,late_delivery_rate
2017,2017-05,fashion_sport,3,3,179.48,0.3101530132532939,5.0,0.0
2017,2017-05,fashion_underwear_beach,7,6,369.26,0.4888158068722361,4.285714285714286,0.0
2017,2017-05,fixed_telephony,10,10,607.63,0.2957118402426601,3.1,0.1
2017,2017-05,food,3,3,452.25,0.13385549362013058,3.3333333333333335,0.3333333333333333
2017,2017-05,food_drink,17,12,630.41,0.3861142898578752,4.352941176470588,0.0
2017,2017-05,furniture_bedroom,9,6,2658.95,0.1424924967306496,4.555555555555555,0.0
2017,2017-05,furniture_decor,281,234,30122.94,0.24336392797122186,3.879120879120879,0.05982905982905983
2017,2017-05,furniture_living_room,34,29,6240.77,0.2377901112771216,3.6666666666666665,0.1724137931034483
2017,2017-05,furniture_mattress_and_upholstery,3,3,731.88,0.19475403857104204,3.6666666666666665,0.0
2017,2017-05,garden_tools,141,124,24100.0,0.2045412752972806,4.217391304347826,0.04032258064516129
2017,2017-05,health_beauty,291,267,52880.5,0.21012440160084042,4.16376306620209,0.033707865168539325
2017,2017-05,home_appliances,29,28,2413.14,0.2467647667094534,4.6923076923076925,0.03571428571428571
2017,2017-05,home_appliances_2,9,9,3453.39,0.16886532671204577,4.444444444444445,0.0
2017,2017-05,home_confort,37,34,5895.17,0.15139524435452942,3.4594594594594597,0.08823529411764706
2017,2017-05,home_construction,7,5,1731.6,0.1519924326189851,2.5714285714285716,0.0
2017,2017-05,housewares,307,264,27045.6,0.2517036854218217,4.198019801980198,0.007575757575757576
2017,2017-05,industry_commerce_and_business,2,2,552.22,0.07325362712002355,3.0,0.0
2017,2017-05,kitchen_dining_laundry_garden_furniture,9,9,1637.21,0.3414086539970231,4.111111111111111,0.0
2017,2017-05,la_cuisine,1,1,232.19,0.1687841853654335,5.0,0.0
2017,2017-05,luggage_accessories,70,64,14860.09,0.17702552140277467,4.257142857142857,0.015625
2017,2017-05,market_place,22,21,2859.28,0.18607841774042344,4.5,0.0
2017,2017-05,musical_instruments,21,19,10534.16,0.1403251993609509,4.285714285714286,0.0
2017,2017-05,office_furniture,56,42,10019.71,0.15856394224195383,3.759259259259259,0.047619047619047616
2017,2017-05,perfumery,145,134,22397.27,0.13544415022918996,4.133802816901409,0.06716417910447761
2017,2017-05,pet_shop,73,66,9646.52,0.24039604247273935,4.424657534246576,0.045454545454545456
2017,2017-05,signaling_and_security,4,3,775.94,0.441651453889494,4.75,0.0
2017,2017-05,small_appliances,18,16,5727.35,0.14363134870673885,4.611111111111111,0.0
2017,2017-05,sports_leisure,316,266,42376.95,0.21877177469451217,4.143769968051118,0.03383458646616541
2017,2017-05,stationery,66,62,7147.63,0.19037678099837343,4.3125,0.016129032258064516
2017,2017-05,tablets_printing_image,7,7,1607.02,0.08738481265401403,4.8,0.14285714285714285
2017,2017-05,telephony,224,204,12650.96,0.3602551637867596,3.8468468468468466,0.0196078431372549
2017,2017-05,toys,200,196,26091.14,0.17624027504010686,4.5,0.025510204081632654
2017,2017-05,watches_gifts,136,126,40430.14,0.13167083910435642,4.242647058823529,0.015873015873015872
2017,2017-05,Unknown,97,87,12853.37,0.25140839296150735,4.103092783505154,0.011494252873563218
2017,2017-06,agro_industry_and_commerce,1,1,1422.05,0.022537885447065857,1.0,0.0
2017,2017-06,air_conditioning,11,9,2288.52,0.1644284206067509,4.090909090909091,0.0
2017,2017-06,art,10,5,631.79,0.34964393343673345,2.3333333333333335,0.0
2017,2017-06,audio,11,11,1818.24,0.09848449797280552,3.909090909090909,0.09090909090909091
2017,2017-06,auto,112,103,33693.74,0.17965016659855798,3.9454545454545453,0.08737864077669903
2017,2017-06,baby,78,72,9258.05,0.19140444878177876,3.6103896103896105,0.09722222222222222
2017,2017-06,bed_bath_table,392,335,42969.0,0.20011452351786607,4.021333333333334,0.023880597014925373
2017,2017-06,books_general_interest,21,20,2337.34,0.20831486915758116,4.571428571428571,0.0
